Government Bus Name,Route Title,Fare,Route Link
Assam State Transport Corporation (ASTC),Tezpur to North Lakhimpur,340,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Assam State Transport Corporation (ASTC),Bihpuria to Dibrugarh,298,https://www.redbus.in/bus-tickets/bihpuria-to-dibrugarh
Assam State Transport Corporation (ASTC),Tinsukia to Jorhat,286,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
Assam State Transport Corporation (ASTC),Guwahati to North Lakhimpur,642,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur
Assam State Transport Corporation (ASTC),Bokakhat to Dibrugarh,322,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh
Assam State Transport Corporation (ASTC),Guwahati to Kaliabor,264,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Assam State Transport Corporation (ASTC),Dibrugarh to Biswanath Charali,397,https://www.redbus.in/bus-tickets/dibrugarh-to-biswanath-charali
Assam State Transport Corporation (ASTC),North Lakhimpur to Moran,173,https://www.redbus.in/bus-tickets/north-lakhimpur-to-moran
Assam State Transport Corporation (ASTC),North Lakhimpur to Nagaon (Assam),449,https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon
Assam State Transport Corporation (ASTC),Moran to North Lakhimpur,173,https://www.redbus.in/bus-tickets/moran-to-north-lakhimpur
Assam State Transport Corporation (ASTC),Moran to Tezpur,412,https://www.redbus.in/bus-tickets/moran-to-tezpur
Assam State Transport Corporation (ASTC),Jorhat to Gogamukh,345,https://www.redbus.in/bus-tickets/jorhat-to-gogamukh
Assam State Transport Corporation (ASTC),Gohpur to Guwahati,513,https://www.redbus.in/bus-tickets/gohpur-to-guwahati
Assam State Transport Corporation (ASTC),Tezpur to Tinsukia,475,https://www.redbus.in/bus-tickets/tezpur-to-tinsukia
Sikkim Nationalised Transport (SNT),Siliguri to Gangtok,288,https://www.redbus.in/bus-tickets/siliguri-to-gangtok
Sikkim Nationalised Transport (SNT),Gangtok to Siliguri,288,https://www.redbus.in/bus-tickets/gangtok-to-siliguri
Sikkim Nationalised Transport (SNT),Siliguri to Rangpo,189,https://www.redbus.in/bus-tickets/siliguri-to-rangpo
Sikkim Nationalised Transport (SNT),Rangpo to Siliguri,189,https://www.redbus.in/bus-tickets/rangpo-to-siliguri
Sikkim Nationalised Transport (SNT),Siliguri to Singtham (Sikkim),210,https://www.redbus.in/bus-tickets/siliguri-to-singtham-sikkim
Sikkim Nationalised Transport (SNT),Siliguri to Pelling (Sikkim),341,https://www.redbus.in/bus-tickets/siliguri-to-pelling-sikkim
Sikkim Nationalised Transport (SNT),Pelling (Sikkim) to Siliguri,341,https://www.redbus.in/bus-tickets/pelling-sikkim-to-siliguri
Sikkim Nationalised Transport (SNT),Ravangla (Sikkim) to Siliguri,294,https://www.redbus.in/bus-tickets/ravangla-sikkim-to-siliguri
Sikkim Nationalised Transport (SNT),Singtham (Sikkim) to Siliguri,215,https://www.redbus.in/bus-tickets/singtham-sikkim-to-siliguri
Sikkim Nationalised Transport (SNT),Siliguri to Ravangla (Sikkim),294,https://www.redbus.in/bus-tickets/siliguri-to-ravangla-sikkim
Meghalaya Transport Corporation(MTC),Guwahati to Shillong,210,https://www.redbus.in/bus-tickets/guwahati-to-shillong
Meghalaya Transport Corporation(MTC),Shillong to Guwahati,210,https://www.redbus.in/bus-tickets/shillong-to-guwahati
Meghalaya Transport Corporation(MTC),Tura (Meghalaya) to Shillong,542,https://www.redbus.in/bus-tickets/tura-meghalaya-to-shillong
Meghalaya Transport Corporation(MTC),Shillong to Tura (Meghalaya),542,https://www.redbus.in/bus-tickets/shillong-to-tura-meghalaya
Meghalaya Transport Corporation(MTC),Shillong to Williamnagar (Meghalaya),610,https://www.redbus.in/bus-tickets/shillong-to-williamnagar-meghalaya
Meghalaya Transport Corporation(MTC),Shillong to Silchar,403,https://www.redbus.in/bus-tickets/shillong-to-silchar
Meghalaya Transport Corporation(MTC),Williamnagar (Meghalaya) to Shillong,610,https://www.redbus.in/bus-tickets/williamnagar-meghalaya-to-shillong
Meghalaya Transport Corporation(MTC),Shillong to Karimganj,389,https://www.redbus.in/bus-tickets/shillong-to-karimganj
Meghalaya Transport Corporation(MTC),Silchar to Shillong,403,https://www.redbus.in/bus-tickets/silchar-to-shillong
Meghalaya Transport Corporation(MTC),Karimganj to Shillong,389,https://www.redbus.in/bus-tickets/karimganj-to-shillong
KAAC TRANSPORT,Diphu to Guwahati,390,https://www.redbus.in/bus-tickets/diphu-to-guwahati
KAAC TRANSPORT,Guwahati to Diphu,390,https://www.redbus.in/bus-tickets/guwahati-to-diphu
KAAC TRANSPORT,Bokolia (assam) to Guwahati,299,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati
KAAC TRANSPORT,Dokmoka to Guwahati,250,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati
KAAC TRANSPORT,Langhin (assam) to Guwahati,266,https://www.redbus.in/bus-tickets/langhin-assam-to-guwahati
KAAC TRANSPORT,Guwahati to Dokmoka,250,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka
KAAC TRANSPORT,Guwahati to Langhin (assam),266,https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam
KAAC TRANSPORT,Guwahati to Bokolia (assam),299,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam
KAAC TRANSPORT,Guwahati to Manja (assam),350,https://www.redbus.in/bus-tickets/guwahati-to-manja-assam
KAAC TRANSPORT,Diphu to Hamren,246,https://www.redbus.in/bus-tickets/diphu-to-hamren
Assam State Transport Corporation (ASTC),Tezpur to Guwahati,260,https://www.redbus.in/bus-tickets/tezpur-to-guwahati
Assam State Transport Corporation (ASTC),Guwahati to Tezpur,275,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC),Guwahati to Nagaon (Assam),194,https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Assam State Transport Corporation (ASTC),Nagaon (Assam) to Guwahati,167,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Assam State Transport Corporation (ASTC),Goalpara to Guwahati,167,https://www.redbus.in/bus-tickets/goalpara-to-guwahati
Assam State Transport Corporation (ASTC),Jorhat to North Lakhimpur,413,https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur
Assam State Transport Corporation (ASTC),Dhubri to Guwahati,418,https://www.redbus.in/bus-tickets/dhubri-to-guwahati
Assam State Transport Corporation (ASTC),Jorhat to Dibrugarh,211,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh
Assam State Transport Corporation (ASTC),North Lakhimpur to Jorhat,406,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat
Assam State Transport Corporation (ASTC),North Lakhimpur to Sibsagar,224,https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar
Assam State Transport Corporation (ASTC),Guwahati to Dhubri,418,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
Assam State Transport Corporation (ASTC),Dhekiajuli to Guwahati,217,https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati
Assam State Transport Corporation (ASTC),Sibsagar to North Lakhimpur,224,https://www.redbus.in/bus-tickets/sibsagar-to-north-lakhimpur
Assam State Transport Corporation (ASTC),Dibrugarh to Jorhat,211,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat
Assam State Transport Corporation (ASTC),Jorhat to Dhemaji,301,https://www.redbus.in/bus-tickets/jorhat-to-dhemaji
Assam State Transport Corporation (ASTC),Jorhat to Tinsukia,286,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Assam State Transport Corporation (ASTC),Tezpur to Dibrugarh,408,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh
Assam State Transport Corporation (ASTC),Dhemaji to Jorhat,308,https://www.redbus.in/bus-tickets/dhemaji-to-jorhat
Assam State Transport Corporation (ASTC),North Lakhimpur to Tezpur,295,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur
Assam State Transport Corporation (ASTC),Guwahati to Biswanath Charali,420,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali
Assam State Transport Corporation (ASTC),North Lakhimpur to Dibrugarh,240,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh
Assam State Transport Corporation (ASTC),Tinsukia to Jorhat,249,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat
Assam State Transport Corporation (ASTC),Tezpur to North Lakhimpur,340,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur
Assam State Transport Corporation (ASTC),North Lakhimpur to Moran,173,https://www.redbus.in/bus-tickets/north-lakhimpur-to-moran
Assam State Transport Corporation (ASTC),Guwahati to Gohpur,513,https://www.redbus.in/bus-tickets/guwahati-to-gohpur
Assam State Transport Corporation (ASTC),Guwahati to Kaliabor,264,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Assam State Transport Corporation (ASTC),Guwahati to Tumuki (Tezpur Medical),322,https://www.redbus.in/bus-tickets/guwahati-to-tumuki-tezpur-medical
Assam State Transport Corporation (ASTC),Dibrugarh to Tezpur,475,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur
Assam State Transport Corporation (ASTC),Biswanath Charali to Guwahati,362,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati
Assam State Transport Corporation (ASTC),Dibrugarh to North Lakhimpur,240,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur
Assam State Transport Corporation (ASTC),Moran to North Lakhimpur,173,https://www.redbus.in/bus-tickets/moran-to-north-lakhimpur
Assam State Transport Corporation (ASTC),Tumuki (Tezpur Medical) to Guwahati,322,https://www.redbus.in/bus-tickets/tumuki-tezpur-medical-to-guwahati
Assam State Transport Corporation (ASTC),Biswanath Charali to Dibrugarh,459,https://www.redbus.in/bus-tickets/biswanath-charali-to-dibrugarh
Assam State Transport Corporation (ASTC),Gohpur to Guwahati,453,https://www.redbus.in/bus-tickets/gohpur-to-guwahati
Assam State Transport Corporation (ASTC),Sibsagar to Dhemaji,153,https://www.redbus.in/bus-tickets/sibsagar-to-dhemaji
Assam State Transport Corporation (ASTC),North Lakhimpur to Guwahati,555,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati
Assam State Transport Corporation (ASTC),Haflong to Guwahati,533,https://www.redbus.in/bus-tickets/haflong-to-guwahati
Assam State Transport Corporation (ASTC),Tezpur to Moran,357,https://www.redbus.in/bus-tickets/tezpur-to-moran
Assam State Transport Corporation (ASTC),Moran to Tezpur,412,https://www.redbus.in/bus-tickets/moran-to-tezpur
Assam State Transport Corporation (ASTC),Bokakhat to Dibrugarh,278,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh
GSRTC,Ahmedabad to Ganganagar (Sri Ganganagar),1099,https://www.redbus.in/bus-tickets/ahmedabad-to-ganganagar
GSRTC,Sirohi (Rajasthan) to Bikaner,667,https://www.redbus.in/bus-tickets/sirohi-to-bikaner
GSRTC,Ahmedabad to Bikaner,699,https://www.redbus.in/bus-tickets/ahmedabad-to-bikaner
GSRTC,Jodhpur to Bikaner,499,https://www.redbus.in/bus-tickets/jodhpur-to-bikaner
GSRTC,Jodhpur to Hanumangarh,667,https://www.redbus.in/bus-tickets/jodhpur-to-hanumangarh
GSRTC,Sumerpur (Rajasthan) to Bikaner,667,https://www.redbus.in/bus-tickets/sumerpur-to-bikaner
GSRTC,Jodhpur to Suratgarh,667,https://www.redbus.in/bus-tickets/jodhpur-to-suratgarh
GSRTC,Abu Road to Bikaner,699,https://www.redbus.in/bus-tickets/abu-road-to-bikaner
GSRTC,Ahmedabad to Suratgarh,1099,https://www.redbus.in/bus-tickets/ahmedabad-to-suratgarh
GSRTC,Sirohi (Rajasthan) to Jodhpur,399,https://www.redbus.in/bus-tickets/sirohi-to-jodhpur
GSRTC,Mehsana to Ganganagar (Sri Ganganagar),1099,https://www.redbus.in/bus-tickets/mehsana-to-ganganagar
GSRTC,Ahmedabad to Sirohi (Rajasthan),699,https://www.redbus.in/bus-tickets/ahmedabad-to-sirohi
GSRTC,Palanpur to Hanumangarh,1049,https://www.redbus.in/bus-tickets/palanpur-to-hanumangarh
GSRTC,Ahmedabad to Hanumangarh,1099,https://www.redbus.in/bus-tickets/ahmedabad-to-hanumangarh
GSRTC,Sirohi (Rajasthan) to Ganganagar (Sri Ganganagar),999,https://www.redbus.in/bus-tickets/sirohi-to-ganganagar
GSRTC,Swaroopganj to Bikaner,699,https://www.redbus.in/bus-tickets/swaroopganj-to-bikaner
GSRTC,Pali (Rajasthan) to Bikaner,599,https://www.redbus.in/bus-tickets/pali-rajasthan-to-bikaner
GSRTC,Mehsana to Hanumangarh,1099,https://www.redbus.in/bus-tickets/mehsana-to-hanumangarh
GSRTC,Sirohi (Rajasthan) to Suratgarh,999,https://www.redbus.in/bus-tickets/sirohi-to-suratgarh
GSRTC,Ahmedabad to Pilibanga,1099,https://www.redbus.in/bus-tickets/ahmedabad-to-pili-bhanga
GSRTC,Abu Road to Hanumangarh,999,https://www.redbus.in/bus-tickets/abu-road-to-hanumangarh
GSRTC,Ahmedabad to Jodhpur,699,https://www.redbus.in/bus-tickets/ahmedabad-to-jodhpur
GSRTC,Sumerpur (Rajasthan) to Hanumangarh,899,https://www.redbus.in/bus-tickets/sumerpur-to-hanumangarh
GSRTC,Unjha to Jodhpur,599,https://www.redbus.in/bus-tickets/unjha-to-jodhpur
GSRTC,Mehsana to Palanpur,399,https://www.redbus.in/bus-tickets/mehsana-to-palanpur
GSRTC,Mehsana to Pali (Rajasthan),599,https://www.redbus.in/bus-tickets/mehsana-to-pali-rajasthan
GSRTC,Sirohi Road (Rajasthan) to Hanumangarh,999,https://www.redbus.in/bus-tickets/sirohi-road-rajasthan-to-hanumangarh
GSRTC,Abu Road to Mahajan,999,https://www.redbus.in/bus-tickets/abu-road-to-mahajan
GSRTC,Jodhpur to Ganganagar (Sri Ganganagar),667,https://www.redbus.in/bus-tickets/jodhpur-to-ganganagar
GSRTC,Palanpur to Ganganagar (Sri Ganganagar),1049,https://www.redbus.in/bus-tickets/palanpur-to-ganganagar
GSRTC,Ahmedabad to Sirohi Road (Rajasthan),699,https://www.redbus.in/bus-tickets/ahmedabad-to-sirohi-road-rajasthan
GSRTC,Sumerpur (Rajasthan) to Arjunsar,899,https://www.redbus.in/bus-tickets/sumerpur-to-arjunsar
GSRTC,Sidhpur (gujarat) to Jodhpur,599,https://www.redbus.in/bus-tickets/sidhpur-to-jodhpur
GSRTC,Sanderao to Deshnokh,667,https://www.redbus.in/bus-tickets/sanderao-to-deshnokh
GSRTC,Palanpur to Bikaner,699,https://www.redbus.in/bus-tickets/palanpur-to-bikaner
GSRTC,Abu Road to Suratgarh,999,https://www.redbus.in/bus-tickets/abu-road-to-suratgarh
GSRTC,Ahmedabad to Mehsana,199,https://www.redbus.in/bus-tickets/ahmedabad-to-mehsana
GSRTC,Unjha to Hanumangarh,1099,https://www.redbus.in/bus-tickets/unjha-to-hanumangarh
GSRTC,Ahmedabad to Palanpur,299,https://www.redbus.in/bus-tickets/ahmedabad-to-palanpur
GSRTC,Sirohi (Rajasthan) to Hanumangarh,999,https://www.redbus.in/bus-tickets/sirohi-to-hanumangarh
