Bus ID,Route Title,Route Link,Travel Name,Coach,Start Time,Start Bus Stand,Duration,End Time,End Bus Stand,Date,Rating,Rate,Persons,Seats Left,Window
23890621,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),11:35,NTR Circle,07h 25m,,,,4.2,427.0,402,43,0
26708992,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:59,Varadhi,07h 13m,07:12,"18-Dec
Kukatpally",,4.4,474.0,133,37,16 Window
28997140,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:45,Varadhi,07h 12m,05:57,"18-Dec
Kukatpally",,4.3,474.0,190,39,17 Window
33353803,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),22:39,Benz Circle,06h 10m,04:49,"18-Dec
Kukatpally",,4.3,470.0,188,34,0
12595527,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:05,NTR Circle,06h 52m,05:57,"18-Dec
Kukatpally",,4.3,600.0,168,23,11 Single
26701808,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),06:30,Rtc bus stand,07h 25m,,,,4.1,474.0,357,36,14 Window
9850269,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,A/C Sleeper (2+1),23:45,VJA RTC BUS STAND,05h 50m,05:35,"18-Dec
Kukatpally",,4.1,809.0,279,28,8 Single
8826342,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),23:00,NTR Circle,06h 50m,05:50,"18-Dec
Kukatpally",,4.1,1290.0,249,26,8 Single
33353766,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),06:45,Benz Circle,06h 10m,,,,4.5,250.0,166,33,0
18934262,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:30,Gollapudi,06h 15m,05:45,"18-Dec
Kukatpally",,4.2,560.0,105,31,4 Single
15669070,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,BSR Tours And Travels,VE A/C Sleeper (2+1),23:50,Ramavarapadu Ring Road,06h 25m,06:15,"18-Dec
Kukatpally",,4.8,1180.0,55,23,7 Single
28997141,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),13:00,Rtc bus stand,06h 42m,,,,3.9,485.0,415,33,14 Window
28538112,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Royal Varma Travels,A/C Sleeper (2+1),22:28,NTR Circle,06h 49m,05:17,"18-Dec
Kukatpally",,3.8,972.0,76,32,12 Single
28895491,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Royal Varma Travels,Non A/C Seater / Sleeper (2+1),22:15,NTR Circle,07h 00m,05:15,"18-Dec
Kukatpally",,3.1,495.0,14,40,10 Single
27263773,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),16:00,Rtc bus stand,06h 42m,,,,3.9,474.0,429,39,17 Window
8826341,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Seater / Sleeper (2+1),22:45,NTR Circle,06h 55m,05:40,"18-Dec
Kukatpally",,4.1,790.0,119,33,9 Single
22044141,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Anjani Bus,A/C Seater / Sleeper (2+1),23:15,NTR Circle,06h 32m,05:47,"18-Dec
Kukatpally",,4.0,499.0,182,30,8 Single
33342031,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Surendra Buses,A/C Sleeper (2+1),00:30,Vijayawada,06h 30m,,,,3.9,953.0,0,27,10 Single
12372352,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),22:55,NTR Circle,07h 07m,06:02,"18-Dec
Kukatpally",,4.6,650.0,62,20,10 Single
13766247,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),23:20,NTR Circle,06h 54m,06:14,"18-Dec
Kukatpally",,3.8,1290.0,221,26,8 Single
20143595,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),22:57,NTR Circle,06h 33m,05:30,"18-Dec
Kukatpally",,4.6,585.0,51,33,8 Single
28802891,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Tirumala Xpress,A/C Sleeper (2+1),23:20,Benz Circle,06h 50m,06:10,"18-Dec
Kukatpally",,3.7,539.0,299,31,11 Single
24144678,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:00,NTR Circle,06h 57m,04:57,"18-Dec
Kukatpally",,4.1,550.0,74,34,10 Single
27879850,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Venkteshwara Travels,A/C Sleeper (2+1),15:00,TADEPALLI,06h 00m,,,,3.6,599.0,209,23,7 Single
29606443,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),11:30,Rtc bus stand,06h 52m,,,,4.0,569.0,67,39,17 Window
15692293,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:40,Tadepalli,07h 10m,05:50,"18-Dec
Kukatpally",,3.6,790.0,86,32,10 Single
30411425,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Zingbus Plus,A/C Sleeper (2+1),23:55,Ramavarapadu Ring Road,07h 00m,06:55,"18-Dec
Kukatpally",,4.3,970.0,43,26,10 Single
19934295,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,NTR Circle,07h 30m,06:45,"18-Dec
Kukatpally",,3.5,500.0,91,42,10 Single
24542253,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Atluri Travels,A/C Seater / Sleeper (2+1),23:00,Benz Circle,05h 45m,04:45,"18-Dec
Kukatpally",,4.3,999.0,40,31,8 Single
31313034,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),23:45,Ramavarapadu Ring Road,06h 04m,05:49,"18-Dec
Kukatpally",,4.5,844.0,32,34,8 Single
12678620,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:05,NTR Circle,06h 55m,05:00,"18-Dec
Kukatpally",,4.8,560.0,23,40,10 Single
32575682,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),23:21,Mangalgiri Bypass,07h 12m,06:33,"18-Dec
Kukatpally",,4.2,660.0,38,29,11 Single
33528047,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),14:30,Benz Circle,06h 10m,,,,3.9,469.0,178,32,0
24706825,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),23:10,Benz Circle,06h 52m,06:02,"18-Dec
Kukatpally",,3.4,800.0,85,32,12 Single
27326755,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:35,Rtc bus stand,06h 52m,06:27,"18-Dec
Kukatpally",,4.2,569.0,35,39,17 Window
22941364,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),23:55,Old RTC Bus Stand,06h 10m,06:05,"18-Dec
Kukatpally",,3.9,873.0,25,28,12 Single
12351424,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:45,Ramavarapadu Ring Road,06h 15m,05:00,"18-Dec
LB Nagar",,4.1,640.0,39,30,4 Single
27398071,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:20,Panamaluru,07h 42m,06:02,"18-Dec
Kukatpally",,3.4,550.0,66,30,11 Single
17038619,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:45,NTR Circle,06h 30m,06:15,"18-Dec
Kukatpally",,3.3,900.0,74,30,10 Single
16026260,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:55,NTR Circle,06h 20m,06:15,"18-Dec
Kukatpally",,3.5,800.0,57,27,9 Single
16987753,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Eswar Travels,A/C Seater / Sleeper (2+1),22:35,NTR Circle,07h 15m,05:50,"18-Dec
Kukatpally",,4.1,600.0,28,32,8 Single
33560333,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,KTR TRAVELS,Non A/C Seater / Sleeper (2+1),23:45,Ramavarapadu Ring Road,07h 15m,07:00,"18-Dec
Kukatpally",,New,899.0,0,24,0
33824079,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,SUNRISE TOUR AND TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,Bus stand,05h 26m,05:25,"18-Dec
Kukatpally",,New,580.0,0,27,0
34159623,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NAVADISHA TRAVELS,A/C Seater / Sleeper (2+1),,,06h 15m,06:35,"18-Dec
Kukatpally",,New,740.0,0,32,9 Single
34569733,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,REDLINES TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),23:25,Bus stand,07h 10m,06:35,"18-Dec
Kukatpally",,New,3000.0,0,32,8 Single
34514484,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,KRT Tours and Travels,A/C Seater / Sleeper (2+1),22:00,Edupugalla,06h 40m,04:40,"18-Dec
Kukatpally",,New,550.0,0,32,6 Single
33824157,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,SUNRISE TOUR AND TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,Bus stand,06h 31m,06:30,"18-Dec
Lingampalli",,New,2849.0,0,33,0
34628662,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,BSK Anjira Travels,NON A/C Sleeper (2+1),23:59,Vijayawada,06h 01m,06:00,"18-Dec
Lakdikapool",,New,4500.0,0,30,0
33178633,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,SAI SIMHAPURI TRAVELS,A/C Sleeper (2+1),23:00,Benz Circle,06h 30m,05:30,"18-Dec
Kukatpally",,New,3000.0,0,30,10 Single
26539060,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,NON A/C Sleeper (2+1),23:20,Sithara Center,06h 05m,05:25,"18-Dec
Kukatpally",,3.7,1550.0,210,26,10 Single
27326756,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:50,Ramavarapadu Ring Road,07h 22m,07:12,"18-Dec
Kukatpally",,3.2,569.0,56,37,16 Window
15991640,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:10,Benz Circle,06h 25m,05:35,"18-Dec
Kukatpally",,3.1,790.0,62,30,10 Single
32814375,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,RAMK HOLIDAYS (GMRK TOURS AND TRAVELS),Bharat Benz A/C Sleeper (2+1),18:50,Varadhi,04h 40m,,,,4.5,699.0,14,35,11 Single
21700467,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),01:35,Benz Circle,06h 10m,,,,4.3,809.0,17,41,7 Single
33936979,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,LG BUS,A/C Sleeper (2+1),23:45,Benz Circle,06h 18m,06:03,"18-Dec
Kukatpally",,5.0,1680.0,8,36,12 Single
13463552,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:15,NTR Circle,07h 30m,05:45,"18-Dec
Kukatpally",,3.6,560.0,30,38,8 Single
30397566,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,A/C Seater / Sleeper (2+1),,,05h 50m,07:05,"18-Dec
Kukatpally",,4.9,1143.0,7,40,9 Single
32016629,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Mozo travels,A/C Seater / Sleeper (2+1),23:10,Tadepalli,07h 07m,06:17,"18-Dec
Kukatpally",,4.2,500.0,14,31,6 Single
24208650,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai Srinivasa Travels,A/C Sleeper (2+1),22:35,NTR Circle,07h 10m,05:45,"18-Dec
Kukatpally",,4.1,900.0,15,30,10 Single
21522978,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Mythri Tours And Travels,A/C Sleeper (2+1),01:00,Ramavarapadu Ring Road,05h 42m,,,,4.6,1149.0,9,30,10 Single
31212135,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,YNR Travels,A/C Sleeper (2+1),16:25,Varadhi,06h 35m,,,,3.7,3800.0,21,31,10 Single
33528023,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Ganga Travels,A/C Seater / Sleeper (2+1),22:45,Gollapudi,05h 50m,04:35,"18-Dec
Kukatpally",,4.8,553.0,7,30,8 Single
17398791,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:40,Auto Nagar,06h 55m,05:35,"18-Dec
Kukatpally",,3.8,840.0,17,30,7 Single
26079676,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:10,Varadhi,07h 15m,06:25,"18-Dec
Kukatpally",,4.9,610.0,6,18,2 Single
32464992,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Kaveri Travels,Non A/C Seater / Sleeper (2+1),00:45,Benz Circle,05h 59m,,,,4.1,760.0,0,45,0
32469710,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),00:45,Ramavarapadu Ring Road,05h 52m,,,,4.1,809.0,0,29,11 Single
32255740,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Go Bus Travels,Non A/C Seater / Sleeper (2+1),23:20,Benz Circle,06h 10m,05:30,"18-Dec
Kukatpally",,3.4,618.0,21,30,8 Single
21498356,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Zingbus Plus,A/C Sleeper (2+1),01:15,Benz Circle,06h 50m,,,,3.8,1040.0,14,25,8 Single
27381993,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),23:55,Ramavarapadu Ring Road,06h 30m,06:25,"18-Dec
Kukatpally",,4.2,555.0,9,34,0
17097806,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),02:10,Benz Circle,05h 45m,,,,4.1,1199.0,9,37,12 Single
25977877,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),,,06h 30m,06:55,"18-Dec
Kukatpally",,3.8,550.0,13,28,3 Single
22298256,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai Dasari Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:07,NTR Circle,07h 08m,06:15,"18-Dec
Kukatpally",,3.3,1300.0,18,30,10 Single
15703974,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),,,05h 20m,06:50,"18-Dec
Kukatpally",,4.5,1190.0,6,32,10 Single
18102415,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),23:30,NTR Circle,06h 30m,06:00,"18-Dec
Kukatpally",,2.8,700.0,44,30,10 Single
17040267,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),,,06h 15m,07:00,"18-Dec
Kukatpally",,3.2,900.0,19,36,12 Single
15831237,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,NON A/C Sleeper (2+1),23:30,Benz Circle,06h 10m,05:40,"18-Dec
Kukatpally",,2.6,650.0,55,30,10 Single
30094632,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,BSR Tours And Travels,A/C Seater / Sleeper (2+1),00:50,Ramavarapadu Ring Road,06h 25m,,,,4.8,780.0,4,26,10 Single
22899994,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),23:50,Ramavarapadu Ring Road,07h 25m,07:15,"18-Dec
Kukatpally",,4.5,522.0,5,32,8 Single
27508737,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),23:20,Ramavarapadu Ring Road,07h 00m,06:20,"18-Dec
Kukatpally",,3.2,713.0,19,29,9 Single
22740955,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),,,06h 05m,06:30,"18-Dec
Kukatpally",,3.0,1050.0,19,33,8 Single
16680920,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:00,NTR Circle,06h 30m,05:30,"18-Dec
Lakdikapul",,2.5,900.0,49,30,10 Single
19930815,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),23:41,NTR Circle,06h 04m,05:45,"18-Dec
Kukatpally",,3.6,1169.0,9,24,8 Single
21085697,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Chandu Travels,A/C Seater / Sleeper (2+1),23:45,Ramavarapadu Ring Road,06h 10m,05:55,"18-Dec
Kukatpally",,3.1,580.0,14,29,8 Single
30601881,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Komali Travels,A/C Seater / Sleeper (2+1),23:59,Rtc bus stand,07h 11m,07:10,"18-Dec
Kukatpally",,4.1,890.0,5,35,8 Single
14476680,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),23:15,Old RTC Bus Stand,06h 10m,05:25,"18-Dec
Kukatpally",,2.8,600.0,32,32,8 Single
14922257,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:55,KEASARAPALLI,06h 30m,06:25,"18-Dec
Kukatpally",,3.7,550.0,8,23,2 Single
15740787,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:15,Ramavarapadu Ring Road,07h 00m,05:15,"18-Dec
Kukatpally",,2.6,790.0,34,25,8 Single
17462342,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vikram Travels,VE A/C Sleeper (2+1),02:50,Ramavarapadu Ring Road,04h 40m,,,,4.0,1181.0,5,21,0
14350884,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Mythri Tours And Travels,A/C Sleeper (2+1),01:40,Vijayawada Airport,05h 45m,,,,3.8,999.0,6,30,8 Single
27625911,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Komali Travels,Non A/C Seater / Sleeper (2+1),,,06h 31m,07:00,"18-Dec
Kukatpally",,3.3,670.0,8,33,8 Single
30123272,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,A/C Sleeper (2+1),23:51,NTR Circle,06h 49m,06:40,"18-Dec
Kukatpally",,3.2,950.0,11,26,9 Single
18696224,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,Ramavarapadu Ring Road,06h 50m,05:50,"18-Dec
Kukatpally",,2.8,890.0,25,29,9 Single
33395347,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vikram Travels,VE A/C Sleeper (2+1),14:45,Gollapudi,05h 20m,,,,3.5,1939.0,8,22,0
15668872,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:59,Benz Circle,07h 11m,07:10,"18-Dec
Kukatpally",,4.0,880.0,4,33,10 Single
17319860,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),15:30,Tadepalli,07h 35m,,,,2.1,600.0,35,30,10 Single
31216721,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,YNR Travels,A/C Sleeper (2+1),23:20,Varadhi,06h 30m,05:50,"18-Dec
Kukatpally",,3.1,3800.0,8,32,12 Single
18239839,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,DMR Travels,Non A/C Seater / Sleeper (2+1),23:50,Benz Circle,06h 35m,06:25,"18-Dec
Kukatpally",,3.9,780.0,4,28,8 Single
16685514,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:55,Benz Circle,05h 05m,05:00,"18-Dec
Vanasthalipuram",,3.0,500.0,8,34,11 Single
24209968,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Mayuri Travels,A/C Sleeper (2+1),23:55,Ramavarapadu Ring Road,06h 55m,06:50,"18-Dec
Kukatpally",,2.4,780.0,24,30,10 Single
18833573,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:55,Ramavarapadu Ring Road,07h 05m,06:00,"18-Dec
Kukatpally",,2.7,740.0,15,33,8 Single
15931250,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:35,Benz Circle,06h 05m,05:40,"18-Dec
Kukatpally",,2.2,790.0,22,28,10 Single
30632958,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Shri Ganesh Travels (HR SIYOL),A/C Seater / Sleeper (2+1),16:00,BHAWANIPUR AIRAN ED GATE KE P...,07h 05m,,,,2.5,600.0,18,38,8 Single
18188108,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),,,06h 10m,07:10,"18-Dec
Kukatpally",,2.6,532.0,9,31,8 Single
16972546,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours and Travels Grand,A/C Sleeper (2+1),15:20,NTR Circle,06h 10m,,,,2.6,900.0,11,27,9 Single
16432546,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Navayuga Travels,NON AC Seater / Sleeper 2+1,,,06h 16m,06:41,"18-Dec
Kukatpally",,2.3,1330.0,10,37,8 Single
18723113,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),,,06h 30m,07:00,"18-Dec
Kukatpally",,2.9,500.0,9,38,9 Single
23884549,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Tranzindia Travels,Volvo Multi-Axle A/C Sleeper (2+1),04:15,Ramavarapadu Ring Road,05h 25m,,,,1.9,2150.0,15,24,10 Single
33167915,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,LG BUS,A/C Seater / Sleeper (2+1),23:55,Benz Circle,06h 13m,06:08,"18-Dec
Kukatpally",,5.0,1250.0,0,33,9 Single
29786908,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:40,Tadepalli,07h 25m,07:05,"18-Dec
Kukatpally",,1.4,790.0,6,27,8 Single
17802819,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:25,PORANKI,06h 25m,05:50,"18-Dec
Kukatpally",,1.8,890.0,5,27,7 Single
