Bus ID,Route Title,Route Link,Travel Name,Coach,Start Time,Start Bus Stand,Duration,End Time,End Bus Stand,Date,Rating,Rate,Persons,Seats Left,Window
26361761,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,MMK Travels,A/C Seater / Sleeper (2+1),22:30,Kalasipalyam,09h 00m,07:30,"18-Dec
Calicut",,4.6,800.0,544,19,0
18623079,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,DLT BUS,A/C Sleeper (2+1),22:30,Madiwala,09h 00m,07:30,"18-Dec
MM Ali road",,4.3,1099.0,316,16,3 Single
24282990,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),22:15,Kalasipalyam,08h 15m,06:30,"18-Dec
Calicut",,4.2,900.0,122,32,6 Single
33238027,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdMMK Travels,A/C Sleeper (2+1),23:00,Kalasipalyam,08h 30m,07:30,"18-Dec
Calicut",,3.4,1100.0,43,21,5 Single
30430910,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),21:15,Kalasipalyam,08h 30m,05:45,"18-Dec
Calicut/Kozhikode",,4.2,899.0,118,23,5 Single
19773309,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,Madiwala,10h 00m,09:00,"18-Dec
M M Ali Road (Calicut)",,4.0,799.0,344,36,17 Window
31808346,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,A/C Sleeper (2+1),22:45,Kalasipalyam,08h 15m,07:00,"18-Dec
Pavangad",,4.2,949.0,110,20,4 Single
32204911,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdFAST LINE BUS,A/C Sleeper (2+1),21:15,Madiwala,09h 00m,06:15,"18-Dec
Calicut",,4.5,2429.0,52,32,8 Single
17275374,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),21:45,Kalasipalyam,08h 25m,06:10,"18-Dec
Calicut",,4.0,899.0,274,28,10 Single
30808265,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SAAM BUS,VE A/C Sleeper (2+1),21:45,Lal Bagh,09h 00m,06:45,"18-Dec
Mavoor",,4.0,900.0,316,18,8 Single
11815858,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,A/C Sleeper (2+1),18:45,Jalahalli,11h 45m,06:30,"18-Dec
Calicut/Kozhikode",,4.1,1100.0,108,19,9 Single
27154960,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,VE A/C Sleeper (2+1),22:45,Kalasipalyam,08h 45m,07:30,"18-Dec
Calicut",,3.9,1080.0,293,33,9 Single
25305043,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,DA Transports,A/C Sleeper (2+1),21:45,Madiwala,09h 10m,06:55,"18-Dec
NGO Quarters",,3.9,899.0,239,30,0
12541846,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Suraj Holidays,VE A/C Sleeper (2+1),22:30,Madiwala,09h 00m,07:30,"18-Dec
Calicut",,3.7,1010.0,263,23,7 Single
31831487,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,A/C Seater / Sleeper (2+1),21:30,Kalasipalyam,08h 30m,06:00,"18-Dec
Calicut/Kozhikode",,4.1,900.0,75,33,8 Single
28846972,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,Non A/C Seater / Sleeper (2+1),18:45,Jalahalli,10h 30m,05:15,"18-Dec
Calicut/Kozhikode",,3.8,799.0,78,20,4 Single
22969022,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,Kalasipalyam,08h 30m,05:30,"18-Dec
Calicut",,3.5,899.0,112,24,7 Single
25467845,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,NON A/C Sleeper (2+1),22:30,Kalasipalyam,07h 45m,06:15,"18-Dec
Pavangad",,3.4,799.0,169,19,7 Single
21690738,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00,Madiwala,09h 05m,07:05,"18-Dec
Mm Ali Road Palayam",,3.2,999.0,117,18,4 Single
29858578,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,Madiwala,09h 45m,06:45,"18-Dec
Calicut",,3.0,700.0,275,37,8 Single
24710922,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:30,Madiwala,09h 30m,06:00,"18-Dec
M M Ali road",,3.2,720.0,99,28,8 Single
21693781,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kalpaka Travels,NON A/C Semi Sleeper (2+2),22:00,Kalasipalyam,08h 30m,06:30,"18-Dec
Calicut (Kalpaka Travels)",,3.2,800.0,42,30,1 Single
13015179,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Sam Tourist,NON AC Seater / Sleeper 2+1,22:05,Kalasipalyam,09h 00m,07:05,"18-Dec
Calicut",,3.6,799.0,162,37,7 Single
30298883,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),21:45,Madiwala,09h 15m,07:00,"18-Dec
Calicut",,2.9,800.0,67,43,13 Single
34279794,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SAAM BUS,A/C Seater / Sleeper (2+1),21:45,Satellite Bus Stand,08h 05m,05:50,"18-Dec
Calicut",,4.2,720.0,11,28,7 Single
32046693,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),22:30,Kalasipalyam,08h 00m,06:30,"18-Dec
Calicut",,2.6,740.0,65,35,15 Single
34255957,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Silver Line Travels,Non A/C Seater / Sleeper (2+1),22:15,Kalasipalyam,08h 30m,06:45,"18-Dec
M M ALI ROAD",,3.8,760.0,12,35,9 Single
31274651,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:00,Kalasipalyam,08h 00m,,,,2.8,1550.0,19,15,3 Single
34373973,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bharathi Travels,A/C Sleeper (2+1),01:45,Attibele,08h 35m,,,,1.9,1400.0,49,13,3 Single
31836738,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:30,Kalasipalyam,08h 30m,06:00,"18-Dec
Calicut",,3.5,699.0,0,26,6 Single
33944636,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),22:30,Kalasipalyam,08h 15m,06:45,"18-Dec
Ngo Quarters",,4.3,899.0,7,27,5 Single
25251495,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),02:30,Anand Rao Circle,07h 30m,,,,2.4,1200.0,33,27,10 Single
31583711,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Skylite Travels,A/C Sleeper (2+1),22:00,Madiwala,08h 30m,06:30,"18-Dec
Kunnamangalam Junction",,4.0,1100.0,0,22,8 Single
26360045,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,MMK Travels,A/C Seater / Sleeper (2+1),21:30,M.M Ali Road,08h 30m,06:00,"18-Dec
Kalasipalyam",,4.4,750.0,555,26,0
19669408,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DLT BUS,A/C Sleeper (2+1),21:45,MM Ali road,08h 45m,06:30,"18-Dec
Majestic",,4.4,1100.0,327,21,7 Single
30730449,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SAAM BUS,VE A/C Sleeper (2+1),20:30,Thondayad,09h 45m,06:15,"18-Dec
Madiwala",,4.3,950.0,247,27,7 Single
34256517,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,AdSilver Line Travels,Non A/C Seater / Sleeper (2+1),20:00,M M ALI ROAD,09h 10m,05:10,"18-Dec
Kalasipalyam",,4.3,760.0,4,40,9 Single
19773291,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,M M Ali Road (Calicut),09h 30m,,,,4.3,799.0,239,37,15 Window
12095152,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,A/C Sleeper (2+1),20:00,Calicut/Kozhikode,10h 00m,06:00,"18-Dec
Kalasipalyam",,4.2,1100.0,214,35,11 Single
30443586,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SKS Tours & Travels,A/C Sleeper (2+1),21:00,Calicut/Kozhikode,09h 00m,06:00,"18-Dec
Kengeri",,4.4,899.0,91,21,7 Single
34246517,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,AdSAAM BUS,A/C Seater / Sleeper (2+1),21:15,Calicut,09h 00m,06:15,"18-Dec
Kalasipalyam",,4.7,720.0,11,33,6 Single
31245842,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,MMK Travels,A/C Sleeper (2+1),21:00,Mm Ali Raod,08h 30m,05:30,"18-Dec
Majestic",,4.6,900.0,67,15,4 Single
31837074,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,National travels and logistics,A/C Sleeper (2+1),21:00,Calicut,09h 15m,06:15,"18-Dec
Madiwala",,4.3,899.0,89,20,4 Single
19303598,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),20:30,Calicut,10h 00m,06:30,"18-Dec
Bommasandra",,3.9,749.0,213,27,11 Single
24283046,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,Non A/C Seater / Sleeper (2+1),19:30,Calicut,09h 00m,04:30,"18-Dec
Kalasipalyam",,3.8,749.0,91,32,4 Single
25467848,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,National travels and logistics,NON A/C Sleeper (2+1),20:45,Calicut,09h 30m,06:15,"18-Dec
Madiwala",,3.7,799.0,199,24,8 Single
27155154,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,VE A/C Sleeper (2+1),20:15,Calicut,10h 15m,06:30,"18-Dec
White Field",,3.6,990.0,112,35,11 Single
12543050,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Suraj Holidays,VE A/C Sleeper (2+1),22:00,Calicut,09h 15m,07:15,"18-Dec
Madiwala",,3.4,940.0,275,26,8 Single
28596869,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,Non A/C Seater / Sleeper (2+1),21:00,Calicut/Kozhikode,09h 00m,06:00,"18-Dec
Satellite Bus Stand",,3.9,799.0,68,38,10 Single
21691500,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),21:10,Kallada Tours & Travels M M A...,10h 05m,07:15,"18-Dec
Madiwala",,3.3,900.0,82,23,7 Single
23838322,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,MM Ali Road,08h 30m,06:00,"18-Dec
Wonderla",,3.4,799.0,73,25,7 Single
31831563,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,P K Travels,A/C Seater / Sleeper (2+1),21:45,Calicut/Kozhikode,09h 00m,06:45,"18-Dec
Electronic City",,3.6,900.0,40,40,12 Single
31580742,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DA Transports,A/C Sleeper (2+1),21:50,A.S TRAVELS M M ALI ROAD,08h 55m,06:45,"18-Dec
Mysore Bank Circle",,3.4,949.0,42,29,0
29858604,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,A1 Travels,Non A/C Seater / Sleeper (2+1),21:45,Calicut,08h 45m,06:30,"18-Dec
Kalasipalyam",,2.8,600.0,305,35,8 Single
30336871,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,A1 Travels,A/C Seater / Sleeper (2+1),22:30,Calicut,08h 00m,06:30,"18-Dec
Kalasipalyam",,2.9,786.0,104,43,13 Single
32204932,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,FAST LINE BUS,A/C Sleeper (2+1),21:15,Calicut,09h 00m,06:15,"18-Dec
Madiwala",,4.4,2429.0,46,34,10 Single
34373242,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Bharathi Travels,A/C Sleeper (2+1),15:00,M M Ali Road,08h 45m,,,,2.8,1400.0,53,21,5 Single
32046313,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,A1 Travels,A/C Seater / Sleeper (2+1),20:00,Calicut,09h 30m,05:30,"18-Dec
Kalasipalyam",,2.5,800.0,70,34,14 Single
31263462,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45,Kallada Travels M M Ali Road,09h 25m,,,,3.4,1700.0,12,24,8 Single
24710674,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:15,Calicut Univercity,09h 40m,05:55,"18-Dec
Madiwala",,2.4,710.0,31,31,8 Single
25251853,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),14:00,"Kozhikode Near ,KP Travels",09h 30m,,,,2.8,1800.0,10,30,10 Single
32296453,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,PSK Travels,Bharat Benz A/C Sleeper (2+1),14:30,Calicut MM Ali Road,09h 00m,,,,2.9,1490.0,8,17,3 Single
33907489,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),20:00,Calicut,09h 00m,05:00,"18-Dec
Nice Road",,2.7,699.0,4,29,8 Single
30081346,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,DA Transports,A/C Sleeper (2+1),22:01,A.S TRAVELS M M ALI ROAD,09h 44m,07:45,"18-Dec
Kathriguppe",,3.5,949.0,10,27,8 Single
31583686,Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Skylite Travels,A/C Sleeper (2+1),22:30,MM Ali Road,09h 00m,07:30,"18-Dec
Lal Bagh",,4.0,1100.0,0,24,8 Single
24529292,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Madhavi Travels,A/C Semi Sleeper (2+2),00:15,Koyilandy,06h 00m,,,,3.2,699.0,16,21,1 Single
33143453,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Cochin Bus,A/C Sleeper (2+1),00:30,Calicut,05h 30m,,,,4.1,850.0,0,12,1 Single
29858611,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,A/C Seater / Sleeper (2+1),20:05,Calicut,03h 54m,,,,3.2,555.0,157,41,15 Single
29958226,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,Calicut,04h 30m,01:30,"18-Dec
Athani (Ekm)",,4.0,500.0,45,34,1 Single
30665610,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,Palayam,04h 15m,02:00,"18-Dec
Vyttila",,3.3,800.0,7,46,14 Single
29858613,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,Calicut,02h 59m,01:29,"18-Dec
Vyttila",,3.3,800.0,31,39,7 Single
32161180,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,UFO Bus,A/C Sleeper (2+1),23:55,CHEMANCHERY,05h 35m,05:30,"18-Dec
South Railway Station",,4.0,787.0,13,26,7 Single
12236241,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Sonia Travels,A/C Seater/Sleeper (2+1),23:30,Kozhikode,04h 59m,04:29,"18-Dec
Vyttila",,3.5,680.0,9,42,10 Single
31854552,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Madhavi Travels,A/C Sleeper (2+1),23:40,Koyilandy,05h 20m,05:00,"18-Dec
Vytla Junction",,3.7,899.0,0,30,10 Single
28002024,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,Chemancheri,05h 35m,05:30,"18-Dec
South Railway Station",,4.3,678.0,18,42,18 Window
14880162,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Arya Travels,A/C Sleeper (2+1),23:59,Kozhikode,05h 31m,05:30,"18-Dec
South Railway Station",,4.5,949.0,13,23,7 Single
32341352,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,MM Ali road,05h 56m,05:55,"18-Dec
Vyttila",,4.4,900.0,10,34,10 Single
26485639,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kalpaka Travels 1,A/C Sleeper (2+1),23:59,MM Ali Road,06h 01m,06:00,"18-Dec
Kakkanad",,4.3,800.0,26,24,6 Single
33143455,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,Calicut,06h 01m,06:00,"18-Dec
Vytila Junction for packages ...",,4.1,700.0,0,42,1 Single
25257811,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Holy Maria Travels,A/C Semi Sleeper (2+2),00:10,Kozhikode,04h 00m,,,,2.5,700.0,4,37,17 Window
29581945,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Madhavi Travels,A/C Semi Sleeper (2+2),00:45,Koyilandy,06h 00m,,,,2.8,699.0,6,36,16 Window
32416939,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Greenline kerala,A/C Seater Push Back (2+2),01:30,Calicut,04h 30m,,,,2.0,500.0,5,31,13 Window
25873369,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Ubc travels,A/C Seater/Sleeper (2+1),01:45,Kozhikode Pvt Bus Stand,03h 55m,,,,2.1,900.0,5,33,7 Single
30301062,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,Calicut,03h 30m,01:45,"18-Dec
Athani (Ekm)",,2.9,700.0,19,43,10 Single
19152161,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Shajees Motors,A/C Semi Sleeper (2+2),22:30,Calicut,04h 35m,03:05,"18-Dec
Vyttila",,2.1,630.0,10,34,17 Window
23856743,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,BLM Transports,A/C Sleeper (2+1),22:00,Calicut MM Ali Road,04h 45m,02:45,"18-Dec
Vyttila",,3.2,972.0,8,23,7 Single
22221894,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,Kallada Tours & Travels M M A...,03h 55m,02:40,"18-Dec
Vyttila",,1.5,850.0,6,19,6 Single
28404704,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Adrin Travels,A/C Seater/Sleeper (2+1),01:20,Kozhikode,04h 30m,,,,3.6,1000.0,10,41,10 Single
30424429,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Madhavi Travels,A/C Sleeper (2+1),01:30,M.M Ali Road Calicut,04h 45m,,,,3.6,999.0,5,18,6 Single
33663353,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Sona Travels,Bharat Benz A/C Sleeper (2+1),02:00,Mm Ali Road Palayam,04h 45m,,,,3.2,999.0,0,24,8 Single
33849907,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,EMERALD TRAVELS,A/C Sleeper (2+1),22:10,Kozhikode,04h 30m,02:40,"18-Dec
Vyttila",,3.6,1000.0,0,25,7 Single
17070213,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Madhavi Travels,A/C Sleeper (2+1),22:20,M.M Ali Road Calicut,04h 15m,02:35,"18-Dec
Vytila Junction",,3.7,1199.0,0,24,8 Single
28082280,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05,MM Ali Road Palayam,04h 10m,03:15,"18-Dec
Vyttila",,3.8,1099.0,6,26,8 Single
30334366,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,Calicut,03h 45m,03:15,"18-Dec
Athani (Ekm)",,3.3,1000.0,5,29,9 Single
31814121,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,M.M Ali Road Calicut,03h 40m,03:10,"18-Dec
Vytla Junction",,3.7,1299.0,0,36,16 Window
29690500,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,UFO Bus,Volvo A/C Semi Sleeper (2+2),,,05h 10m,05:30,"18-Dec
South Railway Station",,3.1,1137.0,8,45,20 Window
10684231,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),01:00,Kallada Tours & Travels M M A...,04h 00m,,,,1.6,1000.0,6,20,8 Single
34413656,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KP Travels,A/C Seater (2+2),21:15,MM Ali road,04h 30m,01:45,"18-Dec
Palarivattom",,2.4,1599.0,0,1,0
23866749,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,BLM Transports,A/C Sleeper (2+1),00:55,Vyttila,04h 05m,,,,4.6,936.0,15,23,7 Single
33250449,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,A1 Travels,NON A/C Semi Sleeper (2+2),01:00,Athani (Ekm),05h 30m,,,,3.4,500.0,0,34,1 Single
19152185,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Shajees Motors,A/C Semi Sleeper (2+2),19:30,Kaloor,05h 10m,00:40,"18-Dec
Calicut",,3.6,600.0,51,27,12 Window
28878728,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ubc travels,A/C Semi Sleeper (2+2),20:40,Vyttila,04h 20m,01:00,"18-Dec
Kozhikode Pvt Bus Stand",,3.0,700.0,13,41,18 Window
25867659,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ubc travels,A/C Seater/Sleeper (2+1),20:45,Vyttila,06h 15m,03:00,"18-Dec
Kozhikode Pvt Bus Stand",,3.5,900.0,5,47,11 Single
25285128,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Holy Maria Travels,A/C Semi Sleeper (2+2),20:50,Vyttila,05h 20m,02:10,"18-Dec
Kozhikode",,4.1,700.0,4,40,1 Single
32336128,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,UFO Bus,A/C Sleeper (2+1),21:15,South Railway Station,05h 30m,02:45,"18-Dec
KOZHIKODE",,4.1,734.0,4,31,10 Single
26454931,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Kalpaka Travels 1,A/C Sleeper (2+1),20:55,Thrippuithra,05h 35m,02:30,"18-Dec
MAVOOR ROAD",,4.4,800.0,25,28,8 Single
33666468,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Sona Travels,Bharat Benz A/C Sleeper (2+1),21:00,Kaloor,05h 45m,02:45,"18-Dec
M M Ali Road Palayam",,3.2,800.0,0,22,7 Single
30424213,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Madhavi Travels,A/C Sleeper (2+1),21:15,South Railway Station,04h 40m,01:55,"18-Dec
KSRTC Bus Stand",,4.1,899.0,0,28,10 Single
33133162,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:15,Vytila Junction for packages ...,05h 05m,02:20,"18-Dec
Calicut",,4.1,667.0,0,47,1 Single
33158798,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Cochin Bus,Bharat Benz A/C Semi Sleeper (2+2),21:25,Vyttila,05h 00m,02:25,"18-Dec
Calicut",,4.1,650.0,0,32,1 Single
33133161,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Cochin Bus,A/C Sleeper (2+1),21:30,Vytila Junction,04h 50m,02:20,"18-Dec
Calicut",,4.1,900.0,0,23,7 Single
